,STATION_NM,dec_lat_va,dec_long_v,DTdeparsed,WLA_DEM,Date
901,09N.02E.12.322,35.02143718,-106.6844701,7/12/1956,4920.13,1956-07-12
902,09N.02E.12.413,35.0167151,-106.6853034,7/12/1956,4900.28,1956-07-12
903,09N.02E.15.124,34.9644944,-106.7089148,7/12/1956,4884.15,1956-07-12
904,09S.02E.34.211,33.48868401,-106.7230711,7/13/1956,4633.43,1956-07-13
905,10S.02E.04.313,33.46535091,-106.7483495,7/13/1956,4629.46,1956-07-13
906,08S.02E.17.224,33.61979201,-106.7530727,7/13/1956,4578.99,1956-07-13
907,09N.02E.35.224,34.95616135,-106.7033591,7/18/1956,4897.78,1956-07-18
908,09N.02E.23.333,34.98643816,-106.7089148,7/19/1956,4901.47,1956-07-19
909,09N.02E.22.441,34.98838252,-106.7136371,7/19/1956,4883.09,1956-07-19
910,14S.04W.04.123,33.12562695,-107.2591957,7/23/1956,4248.86,1956-07-23
911,14S.04W.06.314,33.11812693,-107.2955847,7/23/1956,4180.01,1956-07-23
912,JL-49-22-114,31.728611,-106.365001,7/26/1956,3666.14,1956-07-26
913,JL-49-22-110,31.741945,-106.344722,7/26/1956,3634.64,1956-07-26
914,JL-49-05-901,31.91343798,-106.4072084,7/30/1956,3686.24,1956-07-30
915,09N.02E.11.241,35.02504812,-106.6955814,8/1/1956,4923.59,1956-08-01
916,09N.03E.19.322,34.99199374,-106.6672473,8/2/1956,4914.52,1956-08-02
917,09N.02E.25.211,34.98532721,-106.6825254,8/2/1956,4911.58,1956-08-02
918,09N.03E.18.414,34.9708837,-106.5733564,8/3/1956,5241.96,1956-08-03
919,09S.01E.18.324,33.52297222,-106.8814444,8/14/1956,4525.96,1956-08-14
920,09S.01W.23.311,33.5111819,-106.9211354,8/14/1956,4523.98,1956-08-14
921,09S.01E.18.341,33.52368201,-106.8811337,8/14/1956,4523.85,1956-08-14
922,08S.01W.23.224,33.60208333,-106.9053889,8/14/1956,4510.79,1956-08-14
923,08S.01W.33.341,33.56522222,-106.9490833,8/14/1956,4492.97,1956-08-14
924,JL-49-40-102,31.466667,-106.113612,8/17/1956,3562.03,1956-08-17
925,11N.03E.16.231,35.21254255,-106.6311374,8/21/1956,4996.74,1956-08-21
926,11N.03E.09.331,35.1919876,-106.6383596,8/21/1956,4990.48,1956-08-21
927,11N.03E.30.233,35.15837766,-106.6158588,8/22/1956,5015.86,1956-08-22
928,11N.03E.04.134,35.21254255,-106.6297484,9/5/1956,4995.16,1956-09-05
929,11N.03E.05.412,35.20976479,-106.6447487,9/5/1956,4990.57,1956-09-05
930,10N.03E.07.242,35.11004562,-106.6611371,9/5/1956,4944.39,1956-09-05
931,06S.02E.04.144,33.81673325,-106.7427956,9/7/1956,4621.08,1956-09-07
932,12N.03E.14.332,35.2639299,-106.6005818,9/12/1956,5019.5,1956-09-12
933,11N.03E.16.312,35.18115462,-106.6358594,9/13/1956,4987.74,1956-09-13
934,13N.04E.32.211,35.31837274,-106.5350258,9/14/1956,5077.23,1956-09-14
935,13N.03E.36.224,35.31670595,-106.5683598,9/14/1956,5053.26,1956-09-14
936,13N.04E.31.131,35.31476159,-106.5655819,9/14/1956,5050.81,1956-09-14
937,09N.02E.03.342,35.03199223,-106.7200264,10/2/1956,4912.91,1956-10-02
938,10N.03E.09.124,35.11393453,-106.631692,10/3/1956,4947.66,1956-10-03
939,10N.03E.20.214,35.08754642,-106.6422476,10/3/1956,4944.49,1956-10-03
940,17S.04W.31.342,32.7828526,-107.2922452,10/4/1956,4095.33,1956-10-04
941,17S.04W.31.341,32.78285263,-107.2944674,10/4/1956,4094.56,1956-10-04
942,09N.02E.03.411,35.03615874,-106.7241932,10/9/1956,4940.49,1956-10-09
943,09N.02E.11.241   A,35.02504812,-106.6955814,10/9/1956,4923.95,1956-10-09
944,09N.02E.23.321   A,34.99227132,-106.7055814,10/9/1956,4912.72,1956-10-09
945,10N.03E.17.343,35.08837968,-106.6522478,10/10/1956,4932.62,1956-10-10
946,13N.04E.01.412,35.38241667,-106.4653611,10/15/1956,5095.68,1956-10-15
947,13N.04E.01.243,35.38531518,-106.4636368,10/15/1956,5085.1,1956-10-15
948,13N.04E.28.421,35.32615035,-106.515581,10/16/1956,5062.2,1956-10-16
949,12N.03E.14.332A,35.2639299,-106.6005818,10/16/1956,5020.67,1956-10-16
950,12N.03E.22.232,35.25726345,-106.6061373,10/16/1956,5014.1,1956-10-16
951,12N.03E.14.332B,35.23920848,-106.6097483,10/16/1956,5012.94,1956-10-16
952,09N.03E.05.234,35.03752778,-106.6444444,10/16/1956,4914.48,1956-10-16
953,10N.03E.29.314,35.07088029,-106.6400252,10/17/1956,4993.06,1956-10-17
954,09N.03E.05.314,35.03449248,-106.6530806,10/18/1956,4930.8,1956-10-18
955,09N.03E.18.213,35.01219444,-106.6648889,10/24/1956,4928.68,1956-10-24
956,10N.02E.26.133,35.06449126,-106.7100265,10/25/1956,4939.17,1956-10-25
957,11N.02E.35.311,35.13726675,-106.7089161,10/26/1956,4964.67,1956-10-26
958,13N.04E.12.431,35.36503807,-106.4683588,10/30/1956,5096.72,1956-10-30
959,11N.03E.21.132,35.17004386,-106.6358593,11/1/1956,4980.78,1956-11-01
960,10N.02E.36.413,35.04838079,-106.6825258,11/1/1956,4927.65,1956-11-01
961,10N.02E.26.432,35.09032385,-106.695582,11/13/1956,4949.26,1956-11-13
962,10N.02E.36.243,35.05838046,-106.6853037,11/13/1956,4933.61,1956-11-13
963,10N.02E.24.413,35.07088011,-106.6755814,11/13/1956,4925.96,1956-11-13
964,JL-49-40-101,31.4725,-106.113612,11/13/1956,3565.94,1956-11-13
965,JL-49-22-909,31.65400177,-106.2530356,11/14/1956,3641.58,1956-11-14
966,JL-49-23-704,31.63594676,-106.2447018,11/14/1956,3639.7,1956-11-14
967,JL-49-22-834,31.63011327,-106.2974808,11/15/1956,3639.16,1956-11-15
968,JL-49-22-922,31.64483519,-106.2813695,11/15/1956,3636.1,1956-11-15
969,JL-49-04-402,31.95093566,-106.6124918,11/16/1956,3780.39,1956-11-16
970,JL-49-22-602,31.69594485,-106.2922038,11/16/1956,3653.65,1956-11-16
971,JL-49-22-515,31.69955582,-106.2991485,11/16/1956,3653.56,1956-11-16
972,JL-49-22-536,31.67427857,-106.3272043,11/16/1956,3652.04,1956-11-16
973,JL-49-22-809,31.66094564,-106.3210929,11/16/1956,3651.57,1956-11-16
974,JL-49-22-113,31.731389,-106.367778,11/19/1956,3668.39,1956-11-19
975,JL-49-22-826,31.64705713,-106.319426,11/19/1956,3645.69,1956-11-19
976,JL-49-22-825,31.6473349,-106.3191482,11/19/1956,3644.91,1956-11-19
977,JL-49-14-705,31.776111,-106.360834,11/23/1956,3642.15,1956-11-23
978,JL-49-05-610,31.920278,-106.416389,11/25/1956,3685.35,1956-11-25
979,09N.01W.14.134,35.00893601,-106.9178096,11/26/1956,5126.86,1956-11-26
980,11N.02E.36.131,35.14087784,-106.691138,11/27/1956,4960.98,1956-11-27
981,10N.02E.14.321,35.10004579,-106.6900264,11/27/1956,4804.88,1956-11-27
982,03N.02E.03.312,34.51188889,-106.7155833,11/27/1956,4785.03,1956-11-27
983,03N.02E.04.121,34.52080556,-106.7471667,11/27/1956,4753.15,1956-11-27
984,07N.02E.28.234,34.80616601,-106.7311376,11/28/1956,4844.49,1956-11-28
985,11N.03E.18.414,35.17921011,-106.6625266,12/6/1956,4983.78,1956-12-06
986,10N.02E.14.211,35.10143459,-106.6997489,12/6/1956,4952.3,1956-12-06
987,10N.03E.19.111+DUP,35.08615742,-106.6744704,12/7/1956,4945.97,1956-12-07
988,11N.03E.33.322,35.13754491,-106.6305811,12/11/1956,4972.78,1956-12-11
989,11N.03E.34.141,35.14115597,-106.6164142,12/11/1956,4972.31,1956-12-11
990,12N.07E.15 Ortiz Mine Grant  (RG  32946),35.26920821,-106.1886346,1/1/1957,6661.81,1957-01-01
991,05N.04E.03.114,34.69233333,-106.5140556,1/1/1957,5609.65,1957-01-01
992,JL-49-22-102,31.748889,-106.340278,1/2/1957,3675.97,1957-01-02
993,MBOWN-136 - 26S.03E.26.4244,32.01371168,-106.5994367,1/9/1957,3784.3,1957-01-09
994,29S.04E.07.310,31.79899594,-106.5813781,1/15/1957,3743.73,1957-01-15
995,08N.01E.01.342,34.947,-106.7871111,1/16/1957,4879.85,1957-01-16
996,11N.04E.15.442,35.17754428,-106.4994677,1/25/1957,5637.47,1957-01-25
997,12N.04E.32.242,35.227,-106.5336667,1/25/1957,4998.76,1957-01-25
998,14S.05W.23.440,33.07146004,-107.3186389,1/28/1957,4317.79,1957-01-28
999,08N.02E.35.334,34.87094444,-106.7075556,1/30/1957,4865.57,1957-01-30
1000,10N.03E.11.143,35.12087894,-106.5950247,1/31/1957,4949.22,1957-01-31
1001,10N.02E.12.241 CITY 4,35.11282323,-106.6772485,1/31/1957,4946.11,1957-01-31
1002,10N.02E.14.123,35.10143466,-106.6858597,1/31/1957,4809.43,1957-01-31
1003,09S.02E.25.311,33.49618396,-106.6964038,2/11/1957,4643.14,1957-02-11
1004,02S.74W.02.312,36.89974387,-105.6402876,2/15/1957,7333.46,1957-02-15
1005,11N.04E.16.341,35.17587753,-106.5289127,2/19/1957,4991.79,1957-02-19
1006,21N.10E.35.321,36.00863621,-105.8522414,2/21/1957,7004.14,1957-02-21
1007,12N.04E.17.424,35.26563889,-106.5335833,3/25/1957,5063.52,1957-03-25
1008,17S.04W.06.313,32.85516667,-107.2964722,4/1/1957,4123.68,1957-04-01
1009,01S.01W.25.114,34.19867778,-106.9022503,4/16/1957,4633.49,1957-04-16
1010,10N.03E.15.334,35.08837984,-106.618636,4/18/1957,4940.08,1957-04-18
1011,09N.01W.04.424,35.03449065,-106.9403105,4/19/1957,5187.23,1957-04-19
1012,17N.09E.31.131,35.66336411,-106.0344671,4/23/1957,6516.6,1957-04-23
1013,11N.01W.28.224,35.15754261,-106.9392003,4/23/1957,5313.7,1957-04-23
1014,11N.02E.22.441,35.16282148,-106.7133608,4/25/1957,5002.36,1957-04-25
1015,11N.02E.24.324,35.16486111,-106.6839167,4/25/1957,4970.26,1957-04-25
1016,10N.03E.21.223,35.08504658,-106.6253028,4/25/1957,4943.01,1957-04-25
1017,22S.01E.27.411,32.36759163,-106.8288952,4/25/1957,3884.83,1957-04-25
1018,MBOWN-345 23S.01E.03.422,32.33620364,-106.8211168,4/25/1957,3883.52,1957-04-25
1019,22S.01E.27.233,32.3662028,-106.8263951,4/25/1957,3882.41,1957-04-25
1020,23S.01E.11.443,32.31648206,-106.807505,4/25/1957,3867.56,1957-04-25
1021,23S.01E.14.313,32.30537114,-106.8202831,4/25/1957,3867.55,1957-04-25
1022,23S.02E.19.133,32.29426063,-106.7836151,4/25/1957,3864.43,1957-04-25
1023,23S.02E.29.143,32.28259445,-106.7611142,4/25/1957,3860.87,1957-04-25
1024,24S.01E.01.424,32.24537297,-106.7897257,4/25/1957,3844.61,1957-04-25
1025,23S.01E.36.333,32.25759478,-106.8033375,4/25/1957,3844.07,1957-04-25
1026,24S.02E.04.313,32.24648437,-106.7505578,4/25/1957,3840.11,1957-04-25
1027,18S.04W.36.134,32.70035514,-107.2100205,4/26/1957,4054.77,1957-04-26
1028,19S.02W.35.322,32.61227778,-107.0165556,4/26/1957,3985.01,1957-04-26
1029,MBOWN-321 21S.01W.24.324,32.46313889,-106.8976389,4/26/1957,3936.33,1957-04-26
1030,22S.01E.06.222,32.43286731,-106.8713973,4/26/1957,3923.13,1957-04-26
1031,24S.02E.36.411,32.17731903,-106.691665,4/26/1957,3831.15,1957-04-26
1032,25S.02E.03.214,32.16565262,-106.721388,4/26/1957,3823.19,1957-04-26
1033,MBOWN-356 25S.02E.11.144,32.15176402,-106.710554,4/26/1957,3811.77,1957-04-26
1034,17S.05W.01.321,32.86002778,-107.3094722,4/27/1957,4129.52,1957-04-27
1035,17S.04W.30.344,32.79713889,-107.29075,4/27/1957,4109.92,1957-04-27
1036,18S.04W.17.211,32.75008333,-107.27225,4/27/1957,4084.38,1957-04-27
1037,18S.04W.36.322,32.70016667,-107.2091944,4/27/1957,4051.68,1957-04-27
1038,19S.03W.11.413,32.66761111,-107.1174444,4/27/1957,4036.98,1957-04-27
1039,17N.09E.35.343,35.65447593,-105.9594659,5/1/1957,6702.11,1957-05-01
1040,12N.03E.26.112,35.24670828,-106.6011371,5/1/1957,5014.77,1957-05-01
1041,02N.02E.06.112,34.43395338,-106.7789139,5/1/1957,4724.39,1957-05-01
1042,04S.01E.32.240,33.91867712,-106.8555802,5/8/1957,4545.15,1957-05-08
1043,11N.03E.31.214 CITY 3,35.14337791,-106.6611374,5/9/1957,4964.81,1957-05-09
1044,JL-49-13-802,31.774167,-106.448611,5/25/1957,3637.74,1957-05-25
1045,17N.09E.03.1241,35.73836235,-105.9761334,6/12/1957,6677.92,1957-06-12
1046,22N.08E.36.130,36.09807817,-106.0525228,6/15/1957,5627.68,1957-06-15
1047,24N.08E.24.341,36.29557649,-106.0502997,6/26/1957,6187.54,1957-06-26
1048,07N.03E.35.313,34.78672234,-106.6047456,7/11/1957,4846.56,1957-07-11
1049,29S.04E.07.123,31.80455135,-106.5772114,7/28/1957,3730.94,1957-07-28
1050,11N.03E.33.143 CITY 2,35.14004482,-106.6319701,8/1/1957,4971.74,1957-08-01
1051,10N.03E.17.232+DUP CITY 1,35.09671279,-106.6447477,8/1/1957,4933.25,1957-08-01
1052,JL-49-21-301,31.746667,-106.403056,8/1/1957,3647.01,1957-08-01
1053,JL-49-04-104,31.96621296,-106.6163809,8/5/1957,3754.53,1957-08-05
1054,24N.08E.24.142,36.3022431,-106.0477995,8/6/1957,6217.63,1957-08-06
1055,16N.09E.02.33241,35.64086518,-105.9616881,8/12/1957,6681.64,1957-08-12
1056,16N.09E.02.31212,35.64586504,-105.9619659,8/13/1957,6695.72,1957-08-13
1057,16N.09E.02.121,35.65225377,-105.9594659,8/14/1957,6714.87,1957-08-14
1058,17N.09E.34.311,35.65919785,-105.9814108,8/16/1957,6722.59,1957-08-16
1059,16N.09E.10.42114,35.63142095,-105.9686326,8/16/1957,6636.26,1957-08-16
1060,16N.09E.01.2413,35.64586527,-105.933632,8/17/1957,6995.71,1957-08-17
1061,17N.09E.33.43212,35.65642009,-105.9880775,8/17/1957,6536.75,1957-08-17
1062,15N.08E.02.21132,35.5647558,-106.0625222,8/29/1957,6113.91,1957-08-29
1063,10N.04E.34.214+DUP,35.05477036,-106.5030778,9/30/1957,5006.43,1957-09-30
1064,14S.05W.25.111,33.06923779,-107.3141943,10/25/1957,4287.03,1957-10-25
1065,11S.04W.31.440B,33.30701579,-107.2858677,11/18/1957,4660.46,1957-11-18
1066,11S.04W.31.440,33.30701579,-107.2858677,11/18/1957,4625.36,1957-11-18
1067,11S.04W.32.330,33.30534917,-107.279201,11/18/1957,4623.02,1957-11-18
1068,13N.04E.01.233,35.3858707,-106.4680813,11/22/1957,5085.74,1957-11-22
1069,10S.04W.36.444,33.39118157,-107.1950327,12/1/1957,4376.65,1957-12-01
1070,17N.09E.34.422,35.65919797,-105.9661327,12/11/1957,6724.77,1957-12-11
1071,17N.09E.31.44321,35.65475329,-106.0214113,12/26/1957,6294.33,1957-12-26
1072,11N.04E.32.321,35.13698979,-106.5450238,1/1/1958,4964.29,1958-01-01
1073,10S.06W.19.222,33.43229105,-107.489759,1/9/1958,5396.6,1958-01-09
1074,10S.06W.29.422,33.41145805,-107.4719808,1/9/1958,5270.75,1958-01-09
1075,10S.06W.34.310B,33.39645831,-107.4528138,1/9/1958,5154.18,1958-01-09
1076,JL-49-05-202,31.985834,-106.426667,1/19/1958,3715.16,1958-01-19
1077,01S.01W.22.243,34.21312205,-106.9353077,1/20/1958,4758.41,1958-01-20
1078,20N.08E.02.334,35.98807902,-106.0686344,1/21/1958,5585.89,1958-01-21
1079,05S.01E.12.400,33.88617736,-106.7877984,1/22/1958,4763.32,1958-01-22
1080,JL-49-04-106,31.95926874,-106.6130474,2/3/1958,3746.07,1958-02-03
1081,05S.01E.18.300,33.87228815,-106.8825261,2/5/1958,4631.81,1958-02-05
1082,05S.01W.26.213,33.85201026,-106.9116944,2/5/1958,4577.86,1958-02-05
1083,05S.01E.18.431,33.87117705,-106.8783592,2/5/1958,4533.21,1958-02-05
1084,05S.01E.17.344,33.87228821,-106.8658584,2/5/1958,4512.14,1958-02-05
1085,06S.01W.12.233,33.80645478,-106.8916931,2/5/1958,4458.12,1958-02-05
1086,06S.01W.15.100,33.79339899,-106.939196,2/6/1958,4806.92,1958-02-06
1087,06S.01E.17.133,33.78812155,-106.8691917,2/13/1958,4509.86,1958-02-13
1088,JL-49-05-604,31.94371501,-106.3913748,2/13/1958,3693.13,1958-02-13
1089,JL-49-14-704,31.760556,-106.360278,2/15/1958,3666.44,1958-02-15
1090,14S.04W.30.324B,33.06007099,-107.2914158,3/3/1958,4219.17,1958-03-03
1091,14S.04W.30.324A,33.06007099,-107.2914158,3/6/1958,4213.3,1958-03-06
1092,14S.05W.05.443,33.1145,-107.3700278,3/7/1958,4519.46,1958-03-07
1093,14S.05W.15.133,33.09257133,-107.3497511,3/7/1958,4412.48,1958-03-07
1094,14S.05W.15.322,33.09118242,-107.3430843,3/7/1958,4406.07,1958-03-07
1095,14S.05W.23.111,33.08423792,-107.333084,3/7/1958,4373.03,1958-03-07
1096,14S.05W.23.233,33.07784898,-107.3236392,3/7/1958,4340.17,1958-03-07
1097,14S.05W.23.422,33.07646006,-107.3175279,3/7/1958,4312.85,1958-03-07
1098,14S.04W.30.333,33.05645989,-107.2989158,3/7/1958,4230.83,1958-03-07
1099,14S.04W.06.441A+DUP2,33.11673802,-107.285029,3/7/1958,4226.82,1958-03-07
1100,22N.09E.30.120,36.11585605,-106.0300224,3/15/1958,5704.52,1958-03-15
1101,13S.04W.26.300,33.14673845,-107.2269736,3/26/1958,4233.05,1958-03-26
1102,JL-49-13-609,31.794445,-106.401667,3/27/1958,3659.53,1958-03-27
1103,23N.10E.20.233,36.21363422,-105.9000192,4/2/1958,5840.64,1958-04-02
1104,JL-49-05-801,31.914167,-106.440556,4/7/1958,3677.86,1958-04-07
1105,23N.08E.01.330,36.25057707,-106.0528003,4/12/1958,6047.78,1958-04-12
1106,16N.08E.34.21234,35.57919979,-106.0775224,5/1/1958,6133.86,1958-05-01
1107,01S.01W.27.422,34.19395539,-106.9250293,5/1/1958,4632.67,1958-05-01
1108,01S.01W.26.131,34.19756655,-106.920029,5/1/1958,4611.48,1958-05-01
1109,07N.02E.18.422,34.83358333,-106.7658333,6/12/1958,4853.81,1958-06-12
1110,07N.02E.18.421,34.83422054,-106.7669718,6/16/1958,4858.31,1958-06-16
1111,15S.05W.26.344,32.96896035,-107.3253029,6/25/1958,4234.28,1958-06-25
1112,05N.02E.32.143,34.6139493,-106.7075251,6/26/1958,4935.89,1958-06-26
1113,10N.02E.25.211,35.07199116,-106.6822483,6/26/1958,4921.44,1958-06-26
1114,15S.05W.29.313,32.97284958,-107.3839152,6/26/1958,4691.99,1958-06-26
1115,15S.05W.30.111,32.98201617,-107.4014156,6/26/1958,4495.58,1958-06-26
1116,15S.05W.29.410,32.97312728,-107.373915,6/27/1958,4627.99,1958-06-27
1117,15S.05W.29.220,32.98062709,-107.3694705,6/27/1958,4507.68,1958-06-27
1118,15S.06W.15.344,32.99812719,-107.4464166,7/1/1958,4654.44,1958-07-01
1119,15S.05W.30.111A,32.98201617,-107.4014156,7/1/1958,4487.98,1958-07-01
1120,15S.05W.29.411,32.97534946,-107.3750261,7/1/1958,4403.52,1958-07-01
1121,15S.05W.30.440,32.97034966,-107.3869707,7/2/1958,4695.98,1958-07-02
1122,15S.06W.23.132,32.99257169,-107.4330829,7/2/1958,4618.79,1958-07-02
1123,05S.01E.32.234,33.83451046,-106.862247,7/17/1958,4501.34,1958-07-17
1124,05S.01E.32.214,33.83478825,-106.8583579,7/17/1958,4500.66,1958-07-17
1125,14S.04W.06.234B,33.12201583,-107.2866959,7/18/1958,4245.36,1958-07-18
1126,05S.01E.28.331,33.84173273,-106.8491907,7/23/1958,4511.61,1958-07-23
1127,16N.09E.05.234224,35.64753133,-106.0050222,7/25/1958,6531.08,1958-07-25
1128,05S.01E.28.111,33.85173272,-106.8505797,7/26/1958,4515.27,1958-07-26
1129,05S.01E.29.222,33.85256604,-106.8528021,7/26/1958,4513.48,1958-07-26
1130,JL-49-04-401,31.95482445,-106.6066583,8/18/1958,3735.35,1958-08-18
1131,16N.09E.01.31121,35.64392078,-105.9458544,8/26/1958,6786.41,1958-08-26
1132,17N.09E.15.2432,35.70558555,-105.9680775,8/26/1958,6757.54,1958-08-26
1133,JL-49-04-105,31.96871291,-106.608603,8/28/1958,3760.47,1958-08-28
1134,13S.04W.21.234,33.16590505,-107.2528084,9/1/1958,4271.39,1958-09-01
1135,09S.02E.08.440,33.53534961,-106.7522389,9/6/1958,4664.65,1958-09-06
1136,10N.02E.01.431 DUR 2,35.11893412,-106.6833598,10/1/1958,4941.88,1958-10-01
1137,10N.02E.21.343,35.07663889,-106.7418611,10/10/1958,4963.77,1958-10-10
1138,11N.03E.31.442,35.13393378,-106.6575261,10/14/1958,4955.13,1958-10-14
1139,25N.13E.30.323,36.36891463,-105.6025119,10/24/1958,6874.15,1958-10-24
1140,10N.04E.05.122,35.1297678,-106.5430792,10/24/1958,4983.39,1958-10-24
1141,JL-49-05-207,31.985834,-106.442778,10/27/1958,3720.5,1958-10-27
1142,14S.05W.14.333,33.08479348,-107.333084,11/4/1958,4386.98,1958-11-04
1143,26N.13E.04.113,36.53527778,-105.5691667,11/10/1958,7490.2,1958-11-10
1144,23N.09E.24.313,36.20918954,-105.9439091,11/12/1958,5818.75,1958-11-12
1145,10N.02E.24.112 ATR 3,35.08726842,-106.6889152,11/17/1958,4943.37,1958-11-17
1146,17N.09E.03.2331,35.73447358,-105.9739111,1/1/1959,6711.91,1959-01-01
1147,11N.03E.36.443 LDR 1,35.1311565,-106.5730799,1/1/1959,4966.82,1959-01-01
1148,03S.01E.07.313,34.0611773,-106.8864156,1/1/1959,4584.38,1959-01-01
1149,JL-49-05-601,31.95704782,-106.4072087,1/6/1959,3697.74,1959-01-06
1150,JL-49-05-602,31.95704796,-106.3916527,1/6/1959,3697.09,1959-01-06
1151,JL-49-05-603,31.9426038,-106.4069308,1/6/1959,3690.93,1959-01-06
1152,14S.04W.18.111,33.09784903,-107.3016952,1/7/1959,4283.8,1959-01-07
1153,14S.04W.06.234   B,33.12007138,-107.2889181,1/7/1959,4240.3,1959-01-07
1154,14S.04W.06.234B+DUP,33.1197936,-107.288918,1/7/1959,4238.47,1959-01-07
1155,14S.04W.06.411,33.1211825,-107.2889181,1/7/1959,4236.15,1959-01-07
1156,14S.04W.06.411   A,33.12090472,-107.2891959,1/7/1959,4235.55,1959-01-07
1157,14S.04W.06.322   A,33.11951582,-107.2933625,1/7/1959,4231.43,1959-01-07
1158,14S.04W.06.322A+DUP,33.11951582,-107.2933625,1/7/1959,4231.43,1959-01-07
1159,10N.02E.21.343+DUP,35.07226863,-106.7419717,1/13/1959,4948.35,1959-01-13
1160,17N.09E.02.4332,35.72725173,-105.9541884,1/14/1959,6749.61,1959-01-14
1161,JL-49-04-143,31.972222,-106.585,1/15/1959,3741.76,1959-01-15
1162,JL-49-22-103,31.735556,-106.342222,1/19/1959,3658.78,1959-01-19
1163,JL-49-13-823,31.75455364,-106.4210965,1/22/1959,3667.44,1959-01-22
1164,JL-49-14-711,31.750278,-106.356667,1/22/1959,3662.05,1959-01-22
1165,11N.04E.31.412,35.13698973,-106.5564129,1/28/1959,4952.8,1959-01-28
1166,03S.01E.19.144,34.03616667,-106.8796111,3/1/1959,4572.82,1959-03-01
1167,03S.01E.19.124,34.03923277,-106.8808597,3/1/1959,4563.52,1959-03-01
1168,17N.09E.31.44221,35.65669769,-106.0194669,3/3/1959,6309.2,1959-03-03
1169,22N.09E.16.320,36.13696741,-105.9922439,3/3/1959,5733.84,1959-03-03
1170,11N.04E.32.333,35.13171212,-106.5564129,3/4/1959,4913.79,1959-03-04
1171,22N.08E.26.430,36.10557803,-106.0616896,3/12/1959,5645.29,1959-03-12
1172,17N.09E.25.144,35.67558662,-105.9394656,3/23/1959,7035.3,1959-03-23
1173,16N.09E.03.312,35.64503159,-105.9791884,3/24/1959,6506.46,1959-03-24
1174,16N.09E.03.441,35.64142067,-105.9683548,3/26/1959,6665.79,1959-03-26
1175,16N.09E.09.321,35.63114297,-105.993633,3/26/1959,6513.34,1959-03-26
1176,16N.08E.01.34223,35.64142026,-106.0455782,3/27/1959,6163.66,1959-03-27
1177,26S.03E.36.144,32.00371193,-106.5933253,4/1/1959,3726.13,1959-04-01
1178,JL-49-13-608,31.804445,-106.403612,4/2/1959,3654.76,1959-04-02
1179,10N.03E.29.312,35.06504707,-106.6539143,4/16/1959,4938.15,1959-04-16
1180,10N.03E.29.311,35.06504706,-106.6566921,4/16/1959,4937.65,1959-04-16
1181,10N.03E.31.232,35.05393627,-106.6628032,4/16/1959,4934.17,1959-04-16
1182,10N.02E.25.433A,35.05893601,-106.6828037,4/16/1959,4930.65,1959-04-16
1183,09N.02E.11.221,35.02838135,-106.6958592,4/16/1959,4929.64,1959-04-16
1184,09N.02E.11.212,35.02838134,-106.6980815,4/16/1959,4929.15,1959-04-16
1185,23N.10E.28.240,36.19974558,-105.8766854,4/29/1959,6024.24,1959-04-29
1186,JL-49-14-701,31.783611,-106.361112,5/14/1959,3663.68,1959-05-14
1187,14S.05W.25.441,33.0578488,-107.3028048,5/15/1959,4219.85,1959-05-15
1188,10N.02E.25.433,35.05893601,-106.6828037,5/16/1959,4932.65,1959-05-16
1189,09N.04E.20.221,34.99810531,-106.5364113,6/12/1959,4972.13,1959-06-12
1190,MBOWN-48 - 23S.02E.28.123 (NMSU-3),32.28315007,-106.7461137,7/6/1959,3844.76,1959-07-06
1191,29S.04E.07.123+DUP,31.8039958,-106.577767,7/28/1959,3731.13,1959-07-28
1192,23N.10E.20.132,36.21530083,-105.9064082,8/3/1959,5852.11,1959-08-03
1193,16N.08E.17.2122,35.62364281,-106.1128009,8/4/1959,6149.57,1959-08-04
1194,JL-49-14-101,31.8706617,-106.3730406,8/21/1959,3665.02,1959-08-21
1195,15N.08E.06.23322,35.56031139,-106.1311338,10/24/1959,5872.61,1959-10-24
1196,JL-49-05-203,31.981111,-106.4325,10/26/1959,3723.48,1959-10-26
1197,JL-49-04-144,31.989167,-106.585278,11/12/1959,3759.73,1959-11-12
1198,02S.01E.07.430,34.14506659,-106.8772487,11/19/1959,4563.46,1959-11-19
1199,10N.03E.07.141 DUR 1,35.11115666,-106.6686372,12/8/1959,4941.65,1959-12-08
1200,17N.09E.28.32243,35.67308626,-105.9925222,12/24/1959,6508.38,1959-12-24
1201,12N.07E.09 Ortiz Mine Grant  (RG  32948),35.2822634,-106.1964124,1/1/1960,6570.27,1960-01-01
1202,12N.07E.5 Ortiz Mine Grant  (RG  32947),35.29726296,-106.2150236,1/1/1960,6486.97,1960-01-01
1203,12N.07E.05 Ortiz Mine Grant  (RG  32943),35.29642963,-106.2222459,1/1/1960,6382.54,1960-01-01
1204,11N.03E.35.442 VLA 4,35.13421189,-106.5869691,1/1/1960,4964.29,1960-01-01
1205,11N.03E.36.422 LDR 4,35.13754521,-106.5689132,1/1/1960,4962.97,1960-01-01
1206,10N.03E.01.133 VLA 2,35.12560107,-106.5841912,1/1/1960,4959.87,1960-01-01
1207,11N.03E.35.324 VLA 1,35.13476738,-106.5975249,1/1/1960,4959.25,1960-01-01
1208,JL-49-05-204,31.971389,-106.424722,1/5/1960,3710.87,1960-01-05
1209,29S.04E.07.134,31.80094033,-106.5794336,1/12/1960,3707.67,1960-01-12
