,STATION_NM,dec_lat_va,dec_long_v,DTdeparsed,WLA_DEM,Date
308,NA04000932DDD,37.65750095,-106.0047463,4/22/1948,7599.6,1948-04-22
309,NA04100613ACC,37.81666831,-106.2672532,6/1/1948,7802.3,1948-06-01
310,03N.01E.34.430A,34.44145301,-106.8280822,6/1/1948,4777.91,1948-06-01
311,NA04100810CC,37.80833369,-106.0908585,8/7/1948,7613.24,1948-08-07
312,NA03900904CC,37.64861216,-106.000024,8/8/1948,7593.32,1948-08-08
313,NA04100923CA,37.78333291,-105.9580774,10/5/1948,7567.7,1948-10-05
314,21N.08E.28.424,36.02141181,-106.0919681,1/1/1949,5661.32,1949-01-01
315,13S.06W.24.244,33.16507155,-107.4036429,1/1/1949,4700.71,1949-01-01
316,NA03800831CCC,37.50000368,-106.1172504,4/1/1949,7621.06,1949-04-01
317,NA03800917AA,37.51666971,-105.9839131,4/1/1949,7579.32,1949-04-01
318,NA03700901AA,37.48333732,-105.933912,4/1/1949,7553.31,1949-04-01
319,NA03701020DD,37.43333881,-105.8839107,4/1/1949,7537.24,1949-04-01
320,NA03701025AA,37.41667303,-105.8172424,4/1/1949,7519.74,1949-04-01
321,NA03600913AAA,37.37000656,-105.9316895,4/21/1949,7563.25,1949-04-21
322,NA03801028DDB,37.51167044,-105.8783551,4/26/1949,7546.99,1949-04-26
323,NA03800825DDD,37.49805895,-106.0422482,4/29/1949,7593.44,1949-04-29
324,NA04001101CA,37.74194449,-105.7202953,6/2/1949,7549.4,1949-06-02
325,02N.01W.13.223,34.40369444,-106.8901667,7/15/1949,4732.84,1949-07-15
326,01N.03E.03.120,34.34589957,-106.6191855,7/26/1949,5384.11,1949-07-26
327,10N.04E.31.411,35.05052778,-106.5588889,8/1/1949,4960.74,1949-08-01
328,01N.01W.03.420,34.34228747,-106.9216961,8/17/1949,4958.48,1949-08-17
329,02N.03E.10.410,34.45089789,-106.6211322,9/2/1949,4836.31,1949-09-02
330,NA04100901AA,37.83416619,-105.9289089,9/29/1949,7550.83,1949-09-29
331,NA04101026BC,37.77361073,-105.8527977,10/4/1949,7538.67,1949-10-04
332,NA04000925DD,37.67722302,-105.9283557,10/12/1949,7572.32,1949-10-12
333,NA03901007BB,37.64694573,-105.9283558,10/20/1949,7570.98,1949-10-20
334,10N.04E.30.321,35.06515833,-106.5629861,10/22/1949,4949.79,1949-10-22
335,NA03900924AAA,37.61777953,-105.9289115,10/31/1949,7568.33,1949-10-31
336,09N.03E.01.112,35.04227036,-106.5830793,11/1/1949,4968.74,1949-11-01
337,NA03801006BB,37.57389136,-105.9264116,11/3/1949,7570.1,1949-11-03
338,04N.01W.36.140,34.52922871,-106.893918,11/21/1949,4802.03,1949-11-21
339,03N.01W.25.444,34.45183333,-106.8901667,11/21/1949,4759.81,1949-11-21
340,03N.01W.35.430,34.43700823,-106.9108625,11/21/1949,4752.52,1949-11-21
341,01N.02W.01.330,34.33339807,-107.0116997,11/30/1949,4975.57,1949-11-30
342,09N.04E.06.411,35.03532625,-106.5597454,12/1/1949,4954.72,1949-12-01
343,02N.03E.18.232,34.40200975,-106.6650212,12/7/1949,4810.01,1949-12-07
344,03N.02E.26.330,34.4511755,-106.7100235,12/7/1949,4770.74,1949-12-07
345,02N.02E.09.330,34.40728736,-106.7458568,12/7/1949,4737.45,1949-12-07
346,03N.01W.31.440,34.4358968,-106.9769757,12/21/1949,5341.2,1949-12-21
347,04S.12W.12.410,33.97144598,-108.0436664,1/1/1950,6756.97,1950-01-01
348,16N.08E.15.143,35.6180875,-106.0841895,1/1/1950,6122.06,1950-01-01
349,14S.04W.06.200,33.12479363,-107.2858626,1/1/1950,4245.64,1950-01-01
350,18S.02W.35.112,32.70646898,-107.0219605,1/1/1950,4019.57,1950-01-01
351,03N.02W.14.332,34.47895135,-107.0205875,1/6/1950,5375.01,1950-01-06
352,01N.01W.17.210,34.31506539,-106.9636424,1/14/1950,4888.14,1950-01-14
353,01N.01W.34.334,34.26091667,-106.9406111,1/15/1950,4704.26,1950-01-15
354,16N.08E.24.4112,35.60197697,-106.0433556,2/1/1950,6119.42,1950-02-01
355,01S.01E.09.410,34.23617837,-106.8433583,2/22/1950,4694.45,1950-02-22
356,04N.02E.35.214,34.53380556,-106.6995833,2/24/1950,4779.76,1950-02-24
357,JL-49-16-701,31.781944,-106.108334,4/30/1950,3741.22,1950-04-30
358,04N.03W.24.132,34.55950384,-107.1130896,5/25/1950,5249.95,1950-05-25
359,19N.07E.04.444,35.90196886,-106.1969699,7/1/1950,5792.94,1950-07-01
360,03S.08W.02.433,34.07061655,-107.637544,8/10/1950,6803.93,1950-08-10
361,03S.09W.21.221,34.0383932,-107.7728261,8/10/1950,6801.12,1950-08-10
362,03S.11W.27.444,34.01089118,-107.961165,8/11/1950,6743.35,1950-08-11
363,05S.09W.01.112,33.90700558,-107.7319897,8/12/1950,6809.36,1950-08-12
364,03S.09W.28.240,34.01755999,-107.7719926,8/12/1950,6799.58,1950-08-12
365,04S.09W.17.311,33.95756004,-107.8019926,8/12/1950,6796.2,1950-08-12
366,05S.09W.02.111,33.91006097,-107.7503236,8/12/1950,6791.07,1950-08-12
367,04S.09W.06.000,33.99450411,-107.8111602,8/13/1950,6774.26,1950-08-13
368,04S.11W.21.122,33.95228022,-107.9858871,8/13/1950,6770.65,1950-08-13
369,04S.10W.05.333,33.98422531,-107.9067185,8/13/1950,6759.5,1950-08-13
370,20N.08E.10.312,35.97936111,-106.0865833,9/11/1950,5569.53,1950-09-11
371,20N.08E.03.3221,35.99418994,-106.0822457,9/12/1950,5576.25,1950-09-12
372,21N.11E.18.422,36.04502523,-105.8066847,9/15/1950,7939.49,1950-09-15
373,21N.09E.36.441,36.00502429,-105.9327986,9/15/1950,6119.56,1950-09-15
374,20N.09E.01.224,35.99724663,-105.929743,9/15/1950,6108.48,1950-09-15
375,18N.10E.05.330,35.81363917,-105.9091876,9/26/1950,6980.39,1950-09-26
376,20N.08E.11.140,35.98196805,-106.0650233,9/26/1950,5595.9,1950-09-26
377,20N.09E.05.433,35.98696827,-106.0086335,9/28/1950,5783.03,1950-09-28
378,19N.08E.06.4224,35.90308033,-106.1283577,9/29/1950,5531.55,1950-09-29
379,JL-49-14-103,31.844722,-106.357223,10/4/1950,3698.81,1950-10-04
380,18N.08E.35.420,35.74586161,-106.0564124,10/13/1950,5568.34,1950-10-13
381,18N.08E.28.310,35.76002767,-106.1055798,10/13/1950,4683.56,1950-10-13
382,21N.08E.28.441,36.0191896,-106.0936348,10/25/1950,5712.36,1950-10-25
383,21N.08E.21.144,36.03946715,-106.1005793,10/25/1950,5630.31,1950-10-25
384,21N.08E.25.344,36.01780101,-106.0472451,10/26/1950,5632.38,1950-10-26
385,17N.09E.23.322,35.68864167,-105.956966,11/16/1950,6816.6,1950-11-16
386,17N.09E.22.441,35.68475279,-105.9683551,11/29/1950,6774.89,1950-11-29
387,16N.09E.06.4424,35.64086481,-106.0189112,11/30/1950,6338.48,1950-11-30
388,17N.09E.23.231,35.69253047,-105.9547438,12/8/1950,6858.79,1950-12-08
389,20N.09E.18.4421,35.96002428,-106.0203004,12/28/1950,5758.36,1950-12-28
390,31N.11E.19.140,36.91224061,-105.813625,1/1/1951,7332.73,1951-01-01
391,03S.04W.02.211,34.08339745,-107.2253137,1/1/1951,6903.12,1951-01-01
392,02S.04W.35.110,34.09867512,-107.232536,1/1/1951,6713.59,1951-01-01
393,01S.01W.23.431,34.20617776,-106.9103063,1/1/1951,4635.49,1951-01-01
394,02S.01W.12.322,34.14978873,-106.8975276,1/1/1951,4604.48,1951-01-01
395,02S.01E.30.132,34.11089974,-106.8844712,1/1/1951,4595.22,1951-01-01
396,03S.01E.18.144,34.0495106,-106.8805819,1/1/1951,4583.19,1951-01-01
397,03S.01W.13.213,34.05478835,-106.8964162,1/1/1951,4583.15,1951-01-01
398,03S.01W.12.324,34.06117726,-106.8969718,1/1/1951,4582.1,1951-01-01
399,03S.01W.26.311,34.01978816,-106.9214174,1/1/1951,4560.47,1951-01-01
400,03S.01W.11.214,34.06839947,-106.9094725,1/1/1951,4557.35,1951-01-01
401,04S.01W.22.212,33.95483333,-106.9283611,1/1/1951,4544.75,1951-01-01
402,29S.03E.12.212,31.80594014,-106.5897117,1/1/1951,3754.07,1951-01-01
403,19N.07E.20.221,35.87030268,-106.217248,1/4/1951,5777.11,1951-01-04
404,17N.09E.30.43333,35.66808623,-106.026967,2/28/1951,6164.61,1951-02-28
405,17N.09E.25.232,35.67753105,-105.9347433,4/1/1951,7022.02,1951-04-01
406,17N.09E.24.124,35.69308614,-105.9386324,4/1/1951,6932.65,1951-04-01
407,17N.09E.26.133,35.67614197,-105.9625216,4/20/1951,6781.28,1951-04-20
408,JL-49-04-137,31.970555,-106.595834,4/28/1951,3768.3,1951-04-28
409,JL-49-04-722,31.885834,-106.594445,4/28/1951,3754.92,1951-04-28
410,JL-49-12-107,31.87454911,-106.6049906,4/28/1951,3751.23,1951-04-28
411,28S.03E.26.134,31.84482776,-106.6124904,4/28/1951,3742.94,1951-04-28
412,19N.07E.05.112,35.91419067,-106.2275259,5/1/1951,5920.53,1951-05-01
413,19N.07E.05.231,35.91002412,-106.2214147,5/1/1951,5891.67,1951-05-01
414,16N.09E.02.32221,35.64558731,-105.956688,6/1/1951,6687.28,1951-06-01
415,19N.07E.04.133,35.90891308,-106.2128034,7/1/1951,5859.91,1951-07-01
416,29S.04E.07.131,31.80316248,-106.5822115,7/5/1951,3735.34,1951-07-05
417,16N.09E.15.22321,35.62197677,-105.9677992,7/6/1951,6637.5,1951-07-06
418,JL-49-13-616,31.830555,-106.393611,7/6/1951,3655.84,1951-07-06
419,17N.09E.27.211,35.68114175,-105.9730774,7/17/1951,6746.11,1951-07-17
420,17N.09E.25.312,35.67391997,-105.9433546,7/18/1951,6982.11,1951-07-18
421,17N.09E.36.234,35.66169815,-105.935021,7/19/1951,7006.17,1951-07-19
422,17N.09E.25.324,35.67225338,-105.9394656,7/19/1951,6992.05,1951-07-19
423,17N.09E.36.243,35.6614204,-105.9327988,7/19/1951,6983.56,1951-07-19
424,16N.09E.05.23423,35.64725356,-106.0055778,7/23/1951,6540.84,1951-07-23
425,16N.08E.12.324,35.62836508,-106.0464114,7/23/1951,6144.05,1951-07-23
426,17N.09E.28.423 B,35.67197523,-105.9861331,7/24/1951,6715.53,1951-07-24
427,17N.09E.28.423,35.67197523,-105.9861331,7/24/1951,6715.53,1951-07-24
428,16N.08E.01.321,35.64530903,-106.0478004,7/24/1951,6271.49,1951-07-24
429,17N.08E.34.342,35.65614192,-106.0819676,7/24/1951,6166.68,1951-07-24
430,16N.08E.04.13214,35.64864207,-106.1047455,7/24/1951,6146.81,1951-07-24
431,17N.09E.24.114,35.69419718,-105.9436325,7/27/1951,6926.17,1951-07-27
432,17N.09E.24.123,35.69308612,-105.9405769,7/28/1951,6900.64,1951-07-28
433,17N.09E.27.133,35.67614181,-105.9816886,7/28/1951,6728.85,1951-07-28
434,16N.08E.24.333,35.59558824,-106.0528001,8/1/1951,6152.0,1951-08-01
435,19N.07E.04.411,35.90613541,-106.2030811,8/1/1951,5806.2,1951-08-01
436,17N.09E.22.424,35.68697497,-105.9664106,8/3/1951,6823.2,1951-08-03
437,15N.08E.10.224,35.54920069,-106.0730777,8/7/1951,6147.39,1951-08-07
438,15N.08E.22.24221 PEACH TREE,35.51892381,-106.0727996,8/7/1951,6128.59,1951-08-07
439,15N.08E.08.3414,35.53892317,-106.1191891,8/7/1951,6004.96,1951-08-07
440,15N.08E.07.24122,35.53836763,-106.1261335,8/7/1951,5948.25,1951-08-07
441,16N.08E.14.444,35.61031003,-106.0553002,8/8/1951,6149.71,1951-08-08
442,15N.08E.34.1233,35.49003575,-106.0850218,8/9/1951,5916.83,1951-08-09
443,16N.09E.08.11222,35.6383649,-106.0141889,8/11/1951,6361.66,1951-08-11
444,16N.08E.12.13114,35.63419822,-106.053356,8/13/1951,6163.92,1951-08-13
445,16N.08E.10.424,35.63058716,-106.0733561,8/13/1951,6133.4,1951-08-13
446,29S.03E.12.222,31.80594016,-106.5844338,8/13/1951,3733.19,1951-08-13
447,16N.08E.13.323,35.61419882,-106.0489113,8/14/1951,6154.85,1951-08-14
448,16N.08E.13.243,35.61753208,-106.0397446,8/14/1951,6153.33,1951-08-14
449,JL-49-22-805,31.64539062,-106.2997033,8/14/1951,3655.07,1951-08-14
450,JL-49-22-902,31.65900151,-106.2733139,8/14/1951,3651.53,1951-08-14
451,15N.09E.31.2112,35.493369,-106.0266881,8/15/1951,6196.94,1951-08-15
452,29S.03E.01.431,31.81010668,-106.5902673,8/16/1951,3733.65,1951-08-16
453,17N.09E.27.232,35.67808629,-105.9708551,8/22/1951,6763.48,1951-08-22
454,16N.09E.01.433,35.64142092,-105.9372432,8/23/1951,6966.88,1951-08-23
455,17N.09E.25.421,35.67364229,-105.9325211,8/24/1951,7056.06,1951-08-24
456,17N.09E.27.241,35.67725301,-105.9680773,8/24/1951,6745.49,1951-08-24
457,16N.09E.02.42141,35.64447629,-105.9494656,8/24/1951,6731.3,1951-08-24
458,29S.03E.12.223,31.803718,-106.5861005,9/4/1951,3736.79,1951-09-04
459,29S.03E.12.224,31.80427355,-106.5827671,9/4/1951,3729.48,1951-09-04
460,17N.09E.24.124A,35.69308614,-105.9386324,9/11/1951,6927.8,1951-09-11
461,17N.09E.27.143,35.67586408,-105.9775219,9/11/1951,6750.8,1951-09-11
462,04S.01E.20.430,33.94312154,-106.8603027,9/12/1951,4544.85,1951-09-12
463,29S.04E.17.111,31.79177402,-106.5616554,10/2/1951,3739.13,1951-10-02
464,JL-49-05-311,31.969722,-106.3975,10/2/1951,3693.6,1951-10-02
465,18N.10E.31.414,35.74502932,-105.9172434,10/3/1951,7017.25,1951-10-03
466,21N.11E.19.221,36.04502521,-105.808907,10/12/1951,7895.98,1951-10-12
467,JL-49-13-212,31.857778,-106.422222,10/23/1951,3677.02,1951-10-23
468,15N.08E.29.2323,35.50197987,-106.1136331,10/27/1951,6214.21,1951-10-27
469,09N.02E.14.123,35.00949301,-106.7044704,12/1/1951,4920.63,1951-12-01
470,17N.09E.27.441,35.67022222,-105.9679167,12/27/1951,6748.95,1951-12-27
471,17N.09E.28.434,35.66891974,-105.9886332,12/27/1951,6704.29,1951-12-27
472,17N.09E.33.241,35.66308659,-105.9861331,12/27/1951,6702.82,1951-12-27
473,13N.06E.36.332  (RG 81301),35.30698483,-106.2633573,12/31/1951,6176.87,1951-12-31
474,01S.01W.35.123,34.18397222,-106.9170278,1/1/1952,4630.27,1952-01-01
475,29S.04E.08.311,31.79982932,-106.5652667,1/1/1952,3731.04,1952-01-01
476,17N.09E.35.432,35.65614261,-105.9527991,1/2/1952,6751.93,1952-01-02
477,16N.09E.03.421,35.64447614,-105.9683549,1/2/1952,6680.87,1952-01-02
478,16N.09E.03.134,35.64725375,-105.9791884,1/2/1952,6559.72,1952-01-02
479,15N.08E.17.2232,35.53447887,-106.1083556,1/2/1952,6053.25,1952-01-02
480,15N.09E.14.11413 A,35.53475702,-105.9630763,1/6/1952,6472.89,1952-01-06
481,15N.09E.16.4143,35.52697926,-105.9886323,1/6/1952,6363.81,1952-01-06
482,15N.09E.19.211,35.52170152,-106.0258549,1/6/1952,6200.19,1952-01-06
483,JL-49-14-405,31.826944,-106.365556,1/9/1952,3683.74,1952-01-09
484,JL-49-04-436,31.94371372,-106.5958246,1/10/1952,3771.88,1952-01-10
485,JL-49-04-138,31.96843519,-106.5963805,1/10/1952,3769.42,1952-01-10
486,JL-49-04-415,31.92704752,-106.6047135,1/10/1952,3765.43,1952-01-10
487,27S.03E.34.212,31.92204762,-106.6199916,1/10/1952,3760.78,1952-01-10
488,15N.09E.17.1333,35.53003462,-106.0175215,1/11/1952,6188.92,1952-01-11
489,JL-49-04-713,31.913889,-106.593334,1/11/1952,3766.6,1952-01-11
490,15N.09E.09.2223,35.55058974,-105.9847435,1/12/1952,6375.57,1952-01-12
491,15N.09E.06.1134,35.56308922,-106.0341886,1/12/1952,6190.86,1952-01-12
492,15N.08E.01.321,35.55781157,-106.0486331,1/12/1952,6154.93,1952-01-12
493,16N.08E.12.332,35.62669845,-106.0514114,1/14/1952,6155.85,1952-01-14
494,USBR RIN1    18S.04W.05.313,32.77063044,-107.2805782,1/15/1952,4096.31,1952-01-15
495,USBR RIN2     18S.04W.35.111,32.70646571,-107.2302989,1/15/1952,4069.67,1952-01-15
496,USBR RIN3     19S.03W.09.413,32.66896826,-107.1516855,1/15/1952,4047.72,1952-01-15
497,USBR RIN4     19S.02W.08.333,32.66424729,-107.0764058,1/15/1952,4029.78,1952-01-15
498,USBR RIN5     18S.02W.22.143,32.64285951,-107.0458493,1/15/1952,4014.46,1952-01-15
499,16N.09E.08.21432,35.63586499,-106.006411,1/16/1952,6521.83,1952-01-16
500,16N.09E.16.2433,35.61725453,-105.9861328,1/16/1952,6496.99,1952-01-16
501,JL-49-04-133,31.981667,-106.587778,1/16/1952,3787.46,1952-01-16
502,27S.03E.04.241,31.99121213,-106.6366596,1/17/1952,3779.8,1952-01-17
503,27S.03E.09.243,31.97537928,-106.6366594,1/17/1952,3776.69,1952-01-17
504,27S.03E.09.243+DUP,31.97510151,-106.6361038,1/17/1952,3776.36,1952-01-17
505,27S.03E.16.224,31.96343521,-106.6333258,1/17/1952,3776.2,1952-01-17
506,26S.03E.25.313,32.01398945,-106.5994367,1/18/1952,3787.52,1952-01-18
507,26S.03E.34.113,32.00843392,-106.6308264,1/18/1952,3784.6,1952-01-18
508,26S.03E.31.244,32.00398945,-106.6680495,1/18/1952,3784.4,1952-01-18
509,JL-49-14-404,31.826944,-106.365278,1/18/1952,3685.51,1952-01-18
510,04S.12W.24.122,33.95200168,-108.0453328,1/28/1952,6756.94,1952-01-28
511,29S.03E.01.111,31.81843974,-106.595823,1/31/1952,3739.91,1952-01-31
512,JL-49-06-702,31.91333333,-106.34,2/4/1952,3703.16,1952-02-04
513,JL-49-06-701,31.88399468,-106.3694294,2/4/1952,3672.24,1952-02-04
514,18N.10E.18.132,35.79336163,-105.9250213,2/7/1952,6734.07,1952-02-07
515,18N.10E.07.342,35.8000282,-105.9216879,2/7/1952,6679.42,1952-02-07
516,15N.08E.13.2424,35.53225677,-106.0366884,2/13/1952,6160.13,1952-02-13
517,27S.03E.04.231,31.99204543,-106.6394374,2/13/1952,3781.64,1952-02-13
518,JL-49-14-201,31.8559404,-106.3041498,2/21/1952,3691.26,1952-02-21
519,JL-49-14-102,31.85594009,-106.3466509,2/27/1952,3699.14,1952-02-27
520,05S.13W.14.122,33.87975,-108.1666944,4/1/1952,6760.72,1952-04-01
521,JL-49-04-412,31.93260291,-106.6055469,4/18/1952,3766.69,1952-04-18
522,JL-49-04-420,31.93260287,-106.6166583,4/18/1952,3766.2,1952-04-18
523,JL-49-14-302,31.872222,-106.256389,4/25/1952,3702.1,1952-04-25
524,JL-49-23-201,31.726667,-106.198334,4/29/1952,3672.04,1952-04-29
525,JL-49-15-801,31.755278,-106.199167,4/29/1952,3662.31,1952-04-29
526,JL-49-23-801,31.658056,-106.201945,4/29/1952,3641.98,1952-04-29
527,02S.01E.05.341,34.16117784,-106.8658593,5/1/1952,4752.42,1952-05-01
528,01S.01W.26.442,34.19006661,-106.9058616,5/1/1952,4627.51,1952-05-01
529,01S.01W.34.414,34.17784421,-106.9283627,5/1/1952,4622.71,1952-05-01
530,02S.01W.13.113,34.14105556,-106.90475,5/1/1952,4616.49,1952-05-01
531,02S.01E.19.321,34.12034423,-106.8833601,5/1/1952,4613.84,1952-05-01
532,02S.01E.30.241,34.11089978,-106.8744707,5/1/1952,4605.69,1952-05-01
533,03S.01E.06.121,34.08451075,-106.881971,5/1/1952,4595.5,1952-05-01
534,02S.01E.31.344,34.08673298,-106.8800265,5/1/1952,4593.88,1952-05-01
535,04S.01E.08.422,33.97617709,-106.8544692,5/1/1952,4559.56,1952-05-01
536,04S.01E.27.110,33.93895494,-106.8328012,5/1/1952,4553.18,1952-05-01
537,04S.01E.05.444,33.98451042,-106.8550248,5/1/1952,4550.1,1952-05-01
538,JL-49-13-925,31.770278,-106.398334,5/7/1952,3663.12,1952-05-07
539,JL-49-32-901,31.514723,-106.002223,5/7/1952,3659.39,1952-05-07
540,04S.01E.16.322,33.9614549,-106.8464131,5/23/1952,4548.0,1952-05-23
541,01S.01W.25.332,34.19006664,-106.9019725,6/1/1952,4629.47,1952-06-01
542,MBOWN-188 - 28S.03E.09.1324,31.88843742,-106.6462417,6/11/1952,3763.67,1952-06-11
543,MBOWN-187 - 28S.03E.04.1113,31.9076035,-106.6494365,6/11/1952,3759.85,1952-06-11
544,28S.03E.04.322,31.89649273,-106.647214,6/11/1952,3758.16,1952-06-11
545,MBOWN-191 - 28S.03E.16.4311,31.87010467,-106.6388802,6/11/1952,3752.93,1952-06-11
546,28S.03E.16.124,31.87621558,-106.6416581,6/11/1952,3751.3,1952-06-11
547,27S.03E.05.212,31.99565638,-106.6544379,6/12/1952,3778.82,1952-06-12
548,27S.03E.16.343,31.9526021,-106.6602707,6/13/1952,3771.78,1952-06-13
549,27S.03E.20.242,31.94788006,-106.6497148,6/13/1952,3767.12,1952-06-13
550,27S.03E.29.441,31.92510296,-106.6522146,6/13/1952,3765.4,1952-06-13
551,27S.03E.28.112,31.93649153,-106.6444368,6/13/1952,3765.07,1952-06-13
552,27S.03E.28.341,31.92510299,-106.6430477,6/13/1952,3763.4,1952-06-13
553,27S.03E.32.244,31.91593657,-106.6519367,6/13/1952,3762.93,1952-06-13
554,27S.03E.32.321,31.91482545,-106.6616591,6/13/1952,3762.72,1952-06-13
555,27S.03E.36.422,31.91454772,-106.6511033,6/13/1952,3762.67,1952-06-13
556,27S.03E.20.333,31.93954692,-106.6649929,6/13/1952,3756.78,1952-06-13
557,27S.03E.32.224,31.92010308,-106.6588813,6/13/1952,3749.17,1952-06-13
558,26S.03E.30.3431,32.01232257,-106.6786055,6/16/1952,3783.25,1952-06-16
559,26S.03E.31.141,32.00648936,-106.6783276,6/16/1952,3783.22,1952-06-16
560,26S.03E.31.444,31.99760074,-106.6613825,6/16/1952,3781.62,1952-06-16
561,27S.03E.05.423,31.99676745,-106.6569379,6/16/1952,3780.12,1952-06-16
562,27S.03E.18.244,31.95982408,-106.6683266,6/16/1952,3771.08,1952-06-16
563,26S.03E.34.144,32.00704509,-106.6219372,6/18/1952,3786.02,1952-06-18
564,10N.04E.32.433,35.04615933,-106.5416896,7/1/1952,4965.81,1952-07-01
565,29S.04E.08.221,31.80649584,-106.5519332,7/2/1952,3726.39,1952-07-02
566,17N.09E.26.142,35.6772531,-105.9564104,7/18/1952,6758.09,1952-07-18
567,05S.13W.27.42222,33.84338973,-108.1753336,7/19/1952,6749.04,1952-07-19
568,13N.04E.01.442,35.38114867,-106.4614145,7/26/1952,5125.57,1952-07-26
569,13N.04E.29.421,35.3255947,-106.5344703,7/26/1952,5064.76,1952-07-26
570,10N.04E.29.413 KAFB NO.5,35.06282547,-106.5414119,7/29/1952,4969.71,1952-07-29
571,05S.13W.14.32214,33.87227847,-108.1683894,8/19/1952,6756.82,1952-08-19
572,JL-49-04-443,31.936945,-106.598334,8/29/1952,3775.13,1952-08-29
573,10N.03E.35.111,35.05782532,-106.604191,10/1/1952,4967.69,1952-10-01
574,07S.01W.18.200,33.70534409,-106.9769752,10/2/1952,4454.33,1952-10-02
575,06S.13W.20.12223,33.78061205,-108.205611,10/30/1952,6758.24,1952-10-30
576,05S.13W.22.100,33.86116717,-108.189223,10/30/1952,6758.02,1952-10-30
577,05S.13W.09.420,33.88561133,-108.1958902,10/30/1952,6756.42,1952-10-30
578,06S.13W.20.12223 B,33.78061205,-108.205611,10/30/1952,6744.74,1952-10-30
579,05S.13W.32.33143,33.82422253,-108.2264454,10/30/1952,6722.27,1952-10-30
580,05S.14W.13.100+DUP,33.87644393,-108.2575578,10/31/1952,6850.93,1952-10-31
581,06S.14W.08.333,33.79616638,-108.3139463,10/31/1952,6741.9,1952-10-31
582,06S.14W.21.433,33.76727797,-108.2875566,10/31/1952,6740.25,1952-10-31
583,27S.03E.03.121,31.9945454,-106.6280483,11/1/1952,3784.44,1952-11-01
584,JL-49-05-804,31.884722,-106.422778,11/8/1952,3682.97,1952-11-08
585,17N.09E.26.214,35.6794753,-105.9522437,11/11/1952,6827.83,1952-11-11
586,16N.09E.05.44234,35.64030932,-106.0022443,11/13/1952,6526.91,1952-11-13
587,06S.14W.28.332A,33.75450026,-108.2947788,11/17/1952,6756.89,1952-11-17
588,06S.14W.28.332B,33.75450026,-108.2947788,11/17/1952,6756.49,1952-11-17
589,17N.08E.01.2124,35.73863969,-106.0411344,11/20/1952,6156.73,1952-11-20
590,05S.12W.04.310,33.89977911,-108.104222,12/4/1952,6761.46,1952-12-04
591,03S.11W.31.300,33.99866818,-108.0283888,12/11/1952,6967.12,1952-12-11
592,04S.13W.35.200,33.92088926,-108.1631123,12/11/1952,6776.96,1952-12-11
593,04S.12W.30.421,33.929223,-108.1270007,12/11/1952,6762.84,1952-12-11
594,04S.12W.31.421,33.91505645,-108.127556,12/11/1952,6762.34,1952-12-11
595,04S.12W.31.31132,33.91533405,-108.1406118,12/11/1952,6761.2,1952-12-11
596,04S.12W.22.31111,33.94561227,-108.0883891,12/11/1952,6758.56,1952-12-11
597,04S.12W.15.42314,33.9575568,-108.0747779,12/17/1952,6770.99,1952-12-17
598,04S.11W.17.33333,33.95255767,-108.0122767,12/17/1952,6766.76,1952-12-17
599,04S.11W.08.122,33.98061309,-108.0044992,12/17/1952,6763.99,1952-12-17
600,04S.12W.12.420,33.97227937,-108.0394997,12/17/1952,6761.94,1952-12-17
601,05S.12W.01.434+DUP,33.89561331,-108.0422763,12/19/1952,6764.96,1952-12-19
602,05S.11W.19.111+DUP,33.86450257,-108.0344979,12/19/1952,6763.08,1952-12-19
603,05S.12W.05.440+DUP,33.89616797,-108.1086665,12/19/1952,6757.49,1952-12-19
604,05S.13W.27.42222A,33.84338973,-108.1753336,12/19/1952,6750.04,1952-12-19
605,29N.13E.20.434,36.72808159,-105.5736169,1/1/1953,7718.34,1953-01-01
606,30N.10E.08.444,36.84390663,-105.8936257,1/1/1953,7342.57,1953-01-01
607,10N.02E.12.222 DUR 6,35.11476762,-106.6755818,1/1/1953,4950.65,1953-01-01
608,10N.02E.12.334 DUR 5,35.10143464,-106.6889153,1/1/1953,4946.63,1953-01-01
609,10N.02E.12.312 DUR 4,35.10782334,-106.688082,1/1/1953,4935.66,1953-01-01
610,29S.03E.01.434,31.80788452,-106.5899895,1/15/1953,3761.76,1953-01-15
611,28S.03E.35.212,31.8356614,-106.6049901,1/15/1953,3747.21,1953-01-15
612,29S.04E.17.112,31.79177402,-106.5624888,1/15/1953,3736.73,1953-01-15
613,29S.04E.06.334,31.80871788,-106.5797115,1/15/1953,3732.13,1953-01-15
